Date,Close/Last,Volume,Open,High,Low
04/16/2024,$411.34,203404,$412.02,$413.56,$409.70
04/15/2024,$410.93,218023,$419.49,$419.82,$410.00
04/12/2024,$410.40,249955,$411.54,$413.88,$409.80
04/11/2024,$420.38,163026,$420.00,$421.8099,$415.35
04/10/2024,$419.82,247410,$414.25,$422.03,$414.25
04/09/2024,$420.50,217192,$422.50,$423.11,$415.25
04/08/2024,$423.55,284410,$424.54,$425.71,$421.62
04/05/2024,$418.86,186699,$415.65,$421.39,$414.78
04/04/2024,$414.03,424129,$419.44,$423.34,$413.59
04/03/2024,$419.51,303077,$413.15,$421.20,$410.88
04/02/2024,$419.59,304967,$425.94,$426.60,$419.03
04/01/2024,$431.75,166468,$435.43,$436.795,$430.05
03/28/2024,$435.94,176385,$437.48,$438.68,$435.56
03/27/2024,$439.16,131297,$442.62,$442.73,$438.59
03/26/2024,$437.97,173399,$441.48,$442.80,$437.97
03/25/2024,$439.59,186281,$438.86,$442.24,$438.45
03/22/2024,$433.29,131737,$432.06,$434.99,$430.92
03/21/2024,$431.11,238540,$432.35,$433.79,$428.53
03/20/2024,$434.14,242842,$432.78,$435.53,$431.22
03/19/2024,$433.36,351906,$431.21,$433.60,$429.00
03/18/2024,$426.53,220027,$426.42,$429.405,$424.72
03/15/2024,$424.54,207766,$422.46,$424.54,$421.20
03/14/2024,$420.38,190228,$424.60,$424.86,$419.01
03/13/2024,$422.45,162772,$421.32,$425.067,$420.48
03/12/2024,$424.00,410170,$415.86,$425.06,$414.18
03/11/2024,$413.00,257255,$417.29,$418.085,$412.96
03/08/2024,$420.74,278772,$424.51,$426.46,$420.72
03/07/2024,$421.75,163875,$419.82,$421.7907,$418.62
03/06/2024,$416.63,363562,$412.08,$417.05,$411.52
03/05/2024,$411.46,223965,$413.18,$413.75,$409.94
03/04/2024,$413.57,396277,$411.12,$415.05,$408.79
03/01/2024,$425.35,216488,$425.00,$426.5563,$422.91
02/29/2024,$424.77,483882,$427.83,$427.89,$418.095
02/28/2024,$428.56,341837,$426.16,$430.08,$425.16
02/27/2024,$421.31,405390,$418.79,$424.1599,$417.36
02/26/2024,$419.33,319613,$419.22,$419.8799,$416.62
02/23/2024,$416.07,282507,$415.74,$417.7999,$414.07
02/22/2024,$411.85,327446,$407.66,$412.99,$407.66
02/21/2024,$402.27,351623,$394.24,$402.68,$393.92
02/20/2024,$390.45,255349,$390.48,$392.3568,$389.34
02/16/2024,$389.23,231624,$390.85,$391.57,$388.83
02/15/2024,$389.10,184971,$388.32,$389.79,$386.2687
02/14/2024,$382.45,161185,$380.00,$382.89,$378.80
02/13/2024,$376.84,278519,$378.78,$380.62,$375.31
02/12/2024,$387.25,234372,$390.00,$390.60,$386.335
02/09/2024,$392.56,252847,$389.92,$393.59,$389.29
02/08/2024,$385.15,271035,$381.04,$385.74,$380.00
02/07/2024,$381.04,305170,$384.06,$385.89,$380.70
02/06/2024,$378.53,318951,$373.79,$379.2698,$373.79
02/05/2024,$371.66,447674,$370.92,$374.64,$368.80
02/02/2024,$379.25,694687,$379.87,$380.40,$371.50
02/01/2024,$389.45,1609881,$372.78,$391.42,$372.69
01/31/2024,$345.92,386621,$353.11,$354.685,$345.92
01/30/2024,$349.41,382315,$348.00,$350.30,$347.29
01/29/2024,$344.93,300558,$339.80,$344.99,$338.73
01/26/2024,$340.17,504256,$339.00,$341.00,$337.95
01/25/2024,$335.34,376775,$333.97,$335.34,$330.155
01/24/2024,$335.24,338822,$336.96,$337.395,$334.62
01/23/2024,$333.30,366750,$333.96,$334.16,$330.54
01/22/2024,$337.16,488827,$341.78,$342.66,$337.14
01/19/2024,$349.41,193974,$346.28,$350.20,$345.67
01/18/2024,$347.10,229056,$345.73,$347.605,$344.83
01/17/2024,$343.29,290586,$342.16,$343.70,$339.835
01/16/2024,$346.74,366047,$340.97,$347.87,$339.84
01/12/2024,$351.30,249295,$350.44,$351.45,$348.36
01/11/2024,$350.53,252295,$353.52,$354.2146,$347.74
01/10/2024,$351.42,543490,$346.42,$351.49,$345.46
01/09/2024,$343.09,413132,$342.88,$345.23,$341.07
01/08/2024,$344.14,366405,$338.75,$344.25,$338.75
01/05/2024,$334.93,264337,$333.36,$337.50,$333.29
01/04/2024,$334.42,312477,$335.58,$338.04,$334.055
01/03/2024,$333.35,275596,$331.74,$335.03,$331.30
01/02/2024,$337.72,342203,$336.21,$337.94,$335.05
12/29/2023,$338.43,271814,$339.00,$340.20,$336.59
12/28/2023,$336.95,188300,$338.56,$338.965,$336.87
12/27/2023,$338.34,332193,$339.71,$339.89,$337.59
12/26/2023,$335.89,224454,$334.42,$337.1799,$334.26
12/22/2023,$334.62,398654,$337.65,$338.085,$334.425
12/21/2023,$336.05,554565,$338.80,$338.80,$334.615
12/20/2023,$339.07,569991,$346.66,$346.80,$338.48
12/19/2023,$348.66,419854,$345.41,$349.39,$344.99
12/18/2023,$346.91,635260,$346.50,$347.88,$344.31
12/15/2023,$354.50,490954,$360.72,$360.95,$354.38
12/14/2023,$363.85,416072,$362.76,$365.71,$360.96
12/13/2023,$369.90,404570,$367.02,$369.99,$364.39
12/12/2023,$371.35,199607,$370.25,$371.83,$369.169
12/11/2023,$371.96,309926,$369.11,$372.42,$368.36
12/08/2023,$366.75,387917,$364.84,$368.25,$364.80
12/07/2023,$363.75,236261,$364.81,$364.81,$361.32
12/06/2023,$361.68,263421,$366.00,$366.30,$361.24
12/05/2023,$362.24,253630,$357.82,$362.76,$357.66
12/04/2023,$353.64,395563,$354.34,$356.13,$353.15
12/01/2023,$356.99,468963,$358.36,$359.215,$355.56
11/30/2023,$358.96,436300,$361.66,$362.64,$357.02
11/29/2023,$366.42,249818,$368.46,$369.76,$365.41
11/28/2023,$368.27,283195,$367.76,$369.67,$366.45
11/27/2023,$369.66,207521,$367.99,$369.91,$367.79
11/24/2023,$367.44,152498,$365.30,$368.60,$364.74
11/22/2023,$364.25,130598,$365.63,$365.93,$362.86
11/21/2023,$361.09,234278,$362.36,$364.30,$360.35
11/20/2023,$364.32,341254,$361.50,$365.545,$360.96
11/17/2023,$359.34,285421,$356.92,$359.43,$356.21
11/16/2023,$354.01,276603,$352.82,$354.92,$352.044
11/15/2023,$351.68,382080,$354.72,$355.095,$351.26
11/14/2023,$353.75,384380,$350.62,$353.975,$349.86
11/13/2023,$341.28,229687,$338.32,$343.85,$338.16
11/10/2023,$339.56,207863,$336.45,$340.004,$334.23
11/09/2023,$335.89,245656,$338.88,$340.02,$335.20
11/08/2023,$337.22,349667,$338.63,$340.31,$334.37
11/07/2023,$333.37,318005,$332.33,$333.44,$330.70
11/06/2023,$333.50,468001,$333.31,$336.90,$331.81
11/03/2023,$331.41,493217,$329.40,$331.9999,$328.495
11/02/2023,$323.42,618931,$319.00,$325.35,$315.54
11/01/2023,$304.98,543496,$302.04,$305.66,$301.68
10/31/2023,$301.64,562040,$300.25,$303.60,$300.00
10/30/2023,$299.39,492228,$300.34,$301.98,$298.53
10/27/2023,$298.24,571785,$301.20,$301.82,$297.36
10/26/2023,$297.11,302437,$299.22,$300.018,$296.34
10/25/2023,$299.31,314846,$300.00,$301.34,$297.72
10/24/2023,$300.90,365344,$300.75,$302.64,$300.75
10/23/2023,$303.36,337352,$300.70,$305.94,$300.11
10/20/2023,$301.70,334699,$301.93,$303.25,$300.65
10/19/2023,$301.39,503945,$302.16,$303.92,$300.11
10/18/2023,$303.49,290307,$306.18,$307.21,$303.16
10/17/2023,$309.57,326745,$308.32,$312.34,$307.56
10/16/2023,$315.04,415394,$312.02,$317.09,$311.91
10/13/2023,$312.02,693708,$314.04,$314.52,$311.73
10/12/2023,$309.07,281875,$313.06,$313.40,$307.43
10/11/2023,$309.82,353932,$312.66,$313.06,$307.915
10/10/2023,$305.21,385901,$307.03,$309.22,$304.55
10/09/2023,$300.51,187739,$300.02,$301.45,$297.90
10/06/2023,$305.40,257408,$299.97,$305.41,$297.65
10/05/2023,$299.95,226806,$300.45,$301.20,$297.075
10/04/2023,$299.59,161980,$295.83,$299.59,$294.42
10/03/2023,$294.55,234483,$295.56,$297.2375,$293.49
10/02/2023,$296.59,248107,$295.76,$297.48,$295.005
09/29/2023,$295.54,253622,$298.84,$300.22,$293.59
09/28/2023,$294.44,265628,$290.92,$295.12,$289.92
09/27/2023,$287.61,297961,$289.32,$290.26,$285.02
09/26/2023,$285.74,221499,$287.69,$289.015,$285.5901
09/25/2023,$288.11,206241,$287.10,$289.25,$285.78
09/22/2023,$288.25,232987,$290.52,$292.35,$288.25
09/21/2023,$291.57,400897,$296.74,$296.89,$291.46
09/20/2023,$302.91,235543,$304.93,$307.9166,$302.79
09/19/2023,$299.11,201012,$300.78,$301.8269,$299.00
09/18/2023,$299.68,161373,$300.00,$300.57,$297.49
09/15/2023,$300.96,389796,$303.94,$306.12,$300.89
09/14/2023,$302.67,204392,$299.55,$303.17,$298.61
09/13/2023,$299.05,229196,$298.44,$299.62,$297.12
09/12/2023,$298.12,215811,$299.23,$302.00,$297.80
09/11/2023,$302.68,249939,$298.65,$302.99,$297.41
09/08/2023,$297.19,286180,$299.11,$300.60,$296.69
09/07/2023,$298.79,548751,$298.75,$299.76,$296.62
09/06/2023,$302.51,375957,$303.00,$303.90,$300.19
09/05/2023,$305.17,264973,$307.30,$307.30,$304.07
09/01/2023,$308.32,579183,$312.75,$312.75,$305.78
08/31/2023,$317.74,207415,$319.50,$321.00,$317.28
08/30/2023,$320.29,202386,$319.74,$322.68,$319.74
08/29/2023,$320.59,286274,$312.05,$320.64,$312.05
08/28/2023,$313.31,137180,$312.15,$313.59,$311.64
08/25/2023,$311.26,193624,$311.30,$312.57,$307.38
08/24/2023,$307.53,162669,$312.60,$312.85,$307.33
08/23/2023,$312.79,135373,$309.30,$313.83,$308.8824
08/22/2023,$310.56,194744,$312.13,$313.20,$310.05
08/21/2023,$311.97,137193,$312.18,$312.87,$309.67
08/18/2023,$305.75,398127,$303.49,$307.09,$301.75
08/17/2023,$306.02,321787,$312.20,$312.20,$305.96
08/16/2023,$313.34,188125,$315.12,$317.16,$313.15
08/15/2023,$315.74,183429,$314.53,$316.70,$314.3501
08/14/2023,$315.57,204242,$310.22,$316.3036,$310.22
08/11/2023,$311.19,270513,$313.15,$313.50,$310.94
08/10/2023,$314.76,350040,$316.23,$318.65,$313.615
08/09/2023,$311.61,257797,$313.78,$314.28,$309.565
08/08/2023,$310.98,316554,$308.70,$310.98,$307.19
08/07/2023,$312.24,227571,$312.44,$312.78,$308.86
08/04/2023,$311.45,246923,$315.43,$316.09,$311.25
08/03/2023,$314.16,313575,$312.00,$316.32,$311.76
08/02/2023,$313.56,546115,$311.90,$322.16,$311.76
08/01/2023,$317.62,341518,$317.00,$319.54,$316.57
07/31/2023,$320.39,265032,$322.50,$322.50,$319.34
07/28/2023,$321.82,298150,$321.71,$323.61,$321.15
07/27/2023,$317.27,319044,$321.40,$322.08,$316.45
07/26/2023,$317.35,171595,$314.34,$318.63,$314.02
07/25/2023,$316.11,269284,$314.43,$317.3304,$313.86
07/24/2023,$317.16,213656,$317.38,$318.66,$316.441
07/21/2023,$318.01,281183,$321.01,$321.01,$317.93
07/20/2023,$318.66,399732,$320.28,$320.71,$317.515
07/19/2023,$321.09,362207,$323.31,$324.41,$320.58
07/18/2023,$326.32,258658,$326.22,$326.75,$323.53
07/17/2023,$328.71,339479,$328.49,$329.88,$327.62
07/14/2023,$328.78,334276,$326.89,$329.50,$326.58
07/13/2023,$323.36,375241,$325.84,$326.1187,$323.00
07/12/2023,$322.68,443838,$320.19,$323.04,$318.99
07/11/2023,$318.39,378129,$319.00,$320.33,$317.365
07/10/2023,$318.29,338511,$314.25,$318.80,$314.00
07/07/2023,$314.49,332124,$314.64,$317.56,$312.78
07/06/2023,$313.53,451141,$312.89,$314.76,$311.20
07/05/2023,$320.01,395065,$321.60,$322.80,$319.63
07/03/2023,$325.87,224433,$325.52,$326.02,$323.10
06/30/2023,$325.21,521818,$324.84,$327.07,$323.88
06/29/2023,$320.67,472056,$318.36,$322.72,$318.25
06/28/2023,$317.96,334597,$315.34,$318.01,$315.34
06/27/2023,$314.09,240919,$309.25,$314.4699,$309.12
06/26/2023,$306.49,145050,$307.50,$308.75,$305.85
06/23/2023,$307.52,426782,$306.16,$309.01,$305.88
06/22/2023,$307.29,268096,$306.46,$308.94,$306.00
06/21/2023,$308.30,400242,$307.11,$309.12,$305.54
06/20/2023,$306.16,355775,$306.70,$308.06,$305.29
06/16/2023,$308.02,294925,$308.71,$309.29,$306.62
06/15/2023,$306.11,657560,$305.46,$306.73,$303.66
06/14/2023,$302.79,418146,$304.72,$305.22,$300.72
06/13/2023,$300.11,359390,$301.27,$302.56,$299.94
06/12/2023,$300.58,275048,$300.54,$301.84,$299.10
06/09/2023,$297.80,263164,$297.40,$298.895,$296.625
06/08/2023,$298.24,289281,$296.60,$299.01,$296.60
06/07/2023,$294.53,315068,$295.66,$298.135,$294.11
06/06/2023,$297.12,312263,$296.93,$297.825,$295.92
06/05/2023,$296.43,168287,$298.19,$298.37,$295.88
06/02/2023,$298.60,364506,$298.30,$300.29,$297.58
06/01/2023,$293.09,269516,$288.87,$293.19,$288.12
05/31/2023,$286.67,482153,$288.18,$288.43,$283.20
05/30/2023,$287.36,405161,$292.18,$292.18,$287.23
05/26/2023,$290.76,221861,$288.36,$291.58,$288.18
05/25/2023,$286.60,228337,$286.49,$287.44,$285.31
05/24/2023,$286.96,445065,$286.26,$287.46,$283.965
05/23/2023,$289.90,540968,$292.76,$292.76,$288.36
05/22/2023,$301.53,236831,$298.62,$302.855,$298.40
05/19/2023,$298.24,391654,$298.48,$299.22,$297.15
05/18/2023,$295.16,365370,$295.82,$296.28,$293.60
05/17/2023,$293.33,246200,$294.32,$294.42,$292.81
05/16/2023,$292.60,316864,$295.34,$295.74,$292.41
05/15/2023,$293.00,315969,$295.80,$296.28,$292.59
05/12/2023,$296.27,393848,$296.87,$297.06,$294.26
05/11/2023,$293.61,333052,$294.35,$294.65,$292.62
05/10/2023,$292.18,438204,$294.20,$295.085,$290.71
05/09/2023,$294.19,378860,$295.26,$296.55,$294.07
05/08/2023,$296.97,297102,$297.74,$297.816,$295.66
05/05/2023,$296.81,465055,$295.608,$297.74,$294.60
05/04/2023,$291.79,946905,$290.16,$293.64,$288.74
05/03/2023,$277.64,330144,$278.79,$281.51,$277.46
05/02/2023,$275.78,298341,$274.26,$276.32,$273.39
05/01/2023,$279.14,162976,$279.58,$280.215,$278.66
04/28/2023,$278.64,383510,$275.26,$278.965,$274.62
04/27/2023,$278.24,466282,$276.38,$278.87,$275.30
04/26/2023,$275.41,325077,$278.22,$279.24,$274.63
04/25/2023,$277.21,249792,$279.96,$280.18,$277.14
04/24/2023,$280.19,315999,$278.84,$280.6443,$278.84
04/21/2023,$278.03,324276,$276.81,$278.775,$274.78
04/20/2023,$276.00,428850,$273.20,$276.66,$272.70
04/19/2023,$278.63,271918,$279.96,$280.19,$278.22
04/18/2023,$280.60,309429,$280.14,$281.64,$278.9255
04/17/2023,$281.04,337551,$280.62,$281.3999,$277.92
04/14/2023,$285.53,462004,$284.94,$286.61,$284.35
04/13/2023,$282.94,679817,$283.00,$284.86,$279.72
04/12/2023,$276.63,294202,$277.38,$278.195,$275.935
04/11/2023,$274.22,227469,$274.26,$275.63,$273.50
04/10/2023,$272.99,202380,$270.08,$273.299,$270.0769
04/06/2023,$271.94,402670,$269.50,$273.72,$269.50
04/05/2023,$270.55,364833,$274.99,$275.28,$269.50
04/04/2023,$270.83,194449,$273.38,$273.66,$270.205
04/03/2023,$270.94,186353,$270.20,$271.52,$268.80
03/31/2023,$270.94,237301,$270.72,$272.11,$270.19
03/30/2023,$268.90,251420,$269.28,$270.00,$267.80
03/29/2023,$268.87,186101,$269.79,$270.24,$267.96
03/28/2023,$266.31,200546,$266.81,$266.95,$264.90
03/27/2023,$266.17,237063,$268.20,$268.63,$265.45
03/24/2023,$265.37,326803,$264.23,$265.715,$261.26
03/23/2023,$266.12,327289,$269.04,$270.72,$264.2231
03/22/2023,$265.17,284167,$269.06,$271.00,$265.17
03/21/2023,$266.64,262062,$265.70,$267.30,$265.22
03/20/2023,$262.48,262439,$262.74,$263.74,$260.64
03/17/2023,$259.20,354461,$258.34,$260.36,$256.98
03/16/2023,$264.36,417371,$256.32,$265.31,$256.32
03/15/2023,$256.29,405897,$254.29,$257.00,$252.17
03/14/2023,$262.90,419836,$262.56,$263.79,$260.58
03/13/2023,$260.06,310483,$258.20,$261.65,$257.82
03/10/2023,$261.23,476420,$265.77,$265.77,$259.35
03/09/2023,$264.68,242317,$268.15,$268.77,$263.13
03/08/2023,$269.66,164969,$268.57,$270.7599,$267.33
03/07/2023,$268.67,269532,$273.54,$274.08,$268.14
03/06/2023,$270.36,752102,$273.50,$273.84,$269.93
03/03/2023,$271.45,494889,$271.90,$273.145,$270.535
03/02/2023,$264.58,203532,$262.32,$265.05,$261.50
03/01/2023,$262.72,203333,$265.70,$265.80,$262.14
02/28/2023,$260.37,351656,$259.72,$262.09,$258.885
02/27/2023,$261.36,195667,$260.88,$262.60,$260.52
02/24/2023,$259.11,246197,$257.70,$260.02,$257.08
02/23/2023,$262.15,257958,$263.96,$264.62,$261.26
02/22/2023,$260.60,286922,$261.81,$262.285,$259.57
02/21/2023,$262.80,331820,$263.04,$263.62,$261.78
02/17/2023,$266.88,251932,$264.89,$267.59,$264.36
02/16/2023,$265.88,217459,$265.31,$268.705,$264.135
02/15/2023,$267.23,282688,$263.99,$267.305,$263.99
02/14/2023,$265.61,198152,$261.25,$266.20,$260.98
02/13/2023,$263.44,231954,$261.61,$264.90,$261.16
02/10/2023,$259.68,564682,$258.30,$260.13,$256.92
02/09/2023,$266.31,306747,$269.58,$270.12,$265.07
02/08/2023,$266.56,445386,$266.46,$267.84,$265.15
02/07/2023,$266.91,464879,$262.51,$267.25,$262.2775
02/06/2023,$261.31,395256,$260.40,$263.01,$258.96
02/03/2023,$260.04,776288,$260.45,$264.00,$259.70
02/02/2023,$265.48,1191522,$265.20,$270.35,$262.61
02/01/2023,$253.32,786090,$249.81,$256.46,$249.23
01/31/2023,$251.31,708699,$246.60,$251.59,$246.51
01/30/2023,$251.25,481326,$253.75,$255.06,$250.60
01/27/2023,$253.72,802881,$248.82,$256.0816,$248.82
01/26/2023,$247.77,362527,$246.76,$248.5033,$246.30
01/25/2023,$245.58,275225,$242.76,$245.78,$242.36
01/24/2023,$244.04,283729,$242.70,$244.435,$241.81
01/23/2023,$243.64,373090,$241.95,$245.28,$241.66
01/20/2023,$242.38,311844,$240.20,$242.50,$239.52
01/19/2023,$237.99,605164,$239.45,$240.00,$236.67
01/18/2023,$239.71,566282,$241.94,$242.64,$239.71
01/17/2023,$237.86,340249,$237.36,$239.796,$237.36
01/13/2023,$235.92,186410,$234.78,$236.45,$234.61
01/12/2023,$235.84,329921,$234.12,$237.10,$232.67
01/11/2023,$233.71,332667,$232.96,$234.88,$232.44
01/10/2023,$231.95,297697,$230.10,$232.13,$229.26
01/09/2023,$228.77,564721,$230.00,$232.75,$228.77
01/06/2023,$224.08,212888,$216.84,$224.805,$216.20
01/05/2023,$216.08,205865,$217.25,$218.45,$215.77
01/04/2023,$219.67,354740,$219.20,$219.67,$216.61
01/03/2023,$215.37,316417,$216.66,$218.76,$213.97
12/30/2022,$214.22,141175,$215.54,$216.29,$212.805
12/29/2022,$216.59,189270,$213.79,$216.9285,$213.70
12/28/2022,$210.25,163221,$212.00,$213.24,$210.035
12/27/2022,$212.00,190278,$211.80,$212.97,$210.30
12/23/2022,$211.01,221986,$210.80,$212.31,$209.88
12/22/2022,$212.56,180640,$213.20,$213.36,$210.35
12/21/2022,$213.90,335031,$213.78,$215.02,$213.54
12/20/2022,$214.09,208835,$213.45,$214.98,$213.21
12/19/2022,$216.13,192705,$218.38,$218.38,$216.08
12/16/2022,$218.11,155983,$221.05,$222.33,$218.11
12/15/2022,$222.40,221635,$224.03,$224.58,$221.16
12/14/2022,$225.18,205327,$225.92,$227.32,$224.11
12/13/2022,$225.49,343295,$229.22,$230.172,$222.93
12/12/2022,$222.53,146964,$222.29,$222.765,$221.00
12/09/2022,$220.72,150145,$219.98,$221.54,$219.42
12/08/2022,$220.33,228792,$219.63,$220.69,$218.70
12/07/2022,$220.08,194842,$220.99,$222.72,$219.77
12/06/2022,$221.10,301270,$223.49,$223.83,$218.95
12/05/2022,$223.68,372259,$226.92,$227.04,$223.68
12/02/2022,$226.58,353796,$224.64,$226.68,$223.41
12/01/2022,$228.08,299276,$226.18,$228.40,$224.94
11/30/2022,$223.05,282572,$219.65,$223.05,$218.08
11/29/2022,$215.22,223485,$215.55,$217.12,$215.075
11/28/2022,$215.95,203573,$218.97,$219.89,$215.83
11/25/2022,$218.14,70239,$217.58,$218.90,$217.56
11/23/2022,$217.59,213219,$216.61,$218.495,$216.45
11/22/2022,$216.36,162567,$214.91,$217.02,$214.485
11/21/2022,$214.12,181731,$214.86,$216.00,$213.935
11/18/2022,$216.33,143507,$214.43,$216.43,$213.60
11/17/2022,$213.55,347902,$211.10,$213.8025,$210.95
11/16/2022,$213.94,194146,$214.40,$215.16,$213.30
11/15/2022,$215.44,289817,$215.94,$216.89,$212.58
11/14/2022,$212.76,341892,$215.90,$216.59,$212.76
11/11/2022,$216.86,439650,$215.00,$218.54,$214.41
11/10/2022,$212.80,445961,$211.88,$214.23,$210.8224
11/09/2022,$201.49,261326,$202.24,$205.12,$201.25
11/08/2022,$204.30,385933,$202.18,$206.36,$201.96
11/07/2022,$199.89,298693,$200.42,$201.00,$198.645
11/04/2022,$199.20,565414,$201.69,$203.00,$197.22
11/03/2022,$192.52,528181,$189.16,$193.78,$188.93
11/02/2022,$191.59,595192,$192.90,$197.635,$190.2894
11/01/2022,$196.96,299167,$200.86,$201.72,$195.60
10/31/2022,$196.77,277854,$196.74,$198.10,$195.27
10/28/2022,$198.65,356648,$196.62,$199.17,$195.82
10/27/2022,$196.29,261208,$198.76,$199.205,$196.08
10/26/2022,$197.18,257444,$195.66,$199.44,$195.36
10/25/2022,$196.51,352680,$194.14,$198.8925,$194.07
10/24/2022,$191.73,399656,$189.50,$192.78,$189.41
10/21/2022,$188.37,285816,$184.90,$188.69,$184.15
10/20/2022,$186.66,260608,$187.57,$189.67,$185.57
10/19/2022,$187.57,179091,$189.12,$189.71,$186.10
10/18/2022,$191.02,264302,$192.74,$193.48,$189.89
10/17/2022,$188.59,308494,$186.72,$189.09,$185.90
10/14/2022,$180.63,388203,$185.58,$186.27,$180.57
10/13/2022,$183.45,463097,$178.00,$184.00,$176.82
10/12/2022,$182.50,319567,$183.00,$184.31,$182.00
10/11/2022,$183.15,322013,$183.35,$186.00,$182.00
10/10/2022,$182.11,493543,$184.58,$184.85,$181.02
10/07/2022,$185.00,340508,$187.44,$187.57,$184.70
10/06/2022,$190.88,332688,$190.74,$192.24,$189.211
10/05/2022,$193.52,361240,$189.41,$194.65,$187.43
10/04/2022,$193.78,509600,$192.53,$196.05,$192.53
10/03/2022,$186.70,412911,$183.86,$187.76,$182.79
09/30/2022,$185.00,282575,$184.85,$188.23,$184.57
09/29/2022,$186.42,444637,$185.64,$186.91,$183.15
09/28/2022,$191.23,433223,$187.18,$191.79,$185.42
09/27/2022,$189.19,413859,$190.20,$191.12,$186.53
09/26/2022,$186.43,275190,$187.28,$190.31,$185.74
09/23/2022,$186.25,577146,$186.55,$186.63,$183.63
09/22/2022,$189.13,527210,$191.34,$191.58,$187.85
09/21/2022,$192.48,421299,$192.78,$196.74,$192.10
09/20/2022,$194.00,578693,$194.70,$194.96,$191.98
09/19/2022,$198.44,183248,$194.71,$198.53,$194.71
09/16/2022,$196.90,355542,$196.38,$197.44,$195.24
09/15/2022,$196.64,290818,$198.44,$201.36,$196.47
09/14/2022,$199.62,437736,$198.80,$201.08,$197.98
09/13/2022,$195.52,339273,$197.72,$198.43,$195.03
09/12/2022,$201.97,321125,$200.48,$202.81,$200.48
09/09/2022,$195.80,266507,$197.18,$197.82,$195.57
09/08/2022,$193.71,245902,$190.30,$194.00,$189.30
09/07/2022,$195.27,156592,$192.24,$195.42,$191.88
09/06/2022,$190.35,444751,$188.71,$191.12,$187.17
09/02/2022,$191.18,334878,$196.02,$198.17,$190.39
09/01/2022,$193.85,308647,$192.50,$194.05,$190.08
08/31/2022,$194.66,325823,$195.64,$196.32,$193.80
08/30/2022,$195.43,375863,$199.25,$199.98,$194.55
08/29/2022,$198.99,271326,$198.37,$200.16,$198.08
08/26/2022,$197.79,279488,$204.50,$205.41,$197.75
08/25/2022,$206.92,202812,$204.56,$207.09,$203.95
08/24/2022,$203.60,173750,$201.48,$205.21,$201.24
08/23/2022,$201.90,211759,$201.48,$204.53,$201.48
08/22/2022,$200.56,473421,$202.50,$203.58,$199.695
08/19/2022,$207.04,220149,$208.74,$208.86,$205.57
08/18/2022,$212.37,252753,$211.08,$212.38,$209.53
08/17/2022,$211.38,221173,$210.84,$213.36,$209.35
08/16/2022,$212.16,288296,$209.95,$212.80,$209.53
08/15/2022,$214.66,96468,$214.54,$215.39,$213.53
08/12/2022,$215.81,176776,$214.72,$215.83,$214.01
08/11/2022,$215.27,299880,$216.62,$216.78,$214.40
08/10/2022,$215.00,181307,$215.85,$216.84,$214.06
08/09/2022,$210.47,246098,$212.79,$212.83,$210.00
08/08/2022,$213.56,212811,$213.30,$215.4033,$212.925
08/05/2022,$211.94,310627,$212.15,$213.84,$210.70
08/04/2022,$216.00,276416,$215.78,$217.47,$214.20
08/03/2022,$215.70,349063,$211.84,$216.025,$211.01
08/02/2022,$211.04,422205,$211.38,$214.44,$210.5476
08/01/2022,$213.21,380093,$213.89,$214.54,$211.73
07/29/2022,$211.23,337618,$209.40,$211.25,$208.44
07/28/2022,$207.49,420305,$205.02,$208.718,$203.70
07/27/2022,$200.73,368497,$198.25,$201.19,$197.05
07/26/2022,$195.65,261437,$197.86,$198.16,$194.86
07/25/2022,$201.61,265008,$203.30,$203.61,$201.00
07/22/2022,$200.43,207772,$202.62,$204.4199,$200.04
07/21/2022,$202.04,361160,$198.18,$202.20,$198.18
07/20/2022,$195.59,421319,$195.85,$198.095,$194.35
07/19/2022,$198.98,537568,$200.22,$201.60,$198.81
07/18/2022,$195.08,547661,$198.98,$199.62,$195.0201
07/15/2022,$193.47,469477,$191.39,$195.55,$190.72
07/14/2022,$188.75,466058,$188.97,$190.31,$185.3175
07/13/2022,$191.12,263798,$187.04,$192.00,$186.58
07/12/2022,$188.86,446747,$191.64,$192.45,$188.68
07/11/2022,$190.68,427357,$192.77,$193.84,$190.47
07/08/2022,$193.63,240693,$191.46,$194.98,$191.46
07/07/2022,$192.57,235218,$190.84,$192.75,$190.74
07/06/2022,$189.81,267155,$188.81,$190.49,$186.24
07/05/2022,$189.98,300725,$185.46,$190.12,$184.86
07/01/2022,$187.94,338259,$183.12,$187.97,$182.82
06/30/2022,$183.48,449880,$181.34,$185.41,$179.27
06/29/2022,$184.80,456741,$182.92,$185.445,$182.04
06/28/2022,$185.07,342058,$188.34,$189.96,$184.99
06/27/2022,$186.46,458525,$188.92,$189.48,$186.35
06/24/2022,$191.94,367387,$186.76,$192.06,$186.50
06/23/2022,$185.61,375848,$183.84,$186.12,$182.82
06/22/2022,$183.75,609010,$181.36,$185.54,$181.02
06/21/2022,$184.43,621215,$183.50,$185.49,$182.91
06/17/2022,$176.03,788745,$175.88,$177.35,$173.241
06/16/2022,$174.06,802305,$176.90,$180.025,$172.72
06/15/2022,$176.87,682213,$172.81,$178.57,$172.43
06/14/2022,$168.75,640909,$171.43,$172.22,$167.45
06/13/2022,$171.51,659771,$174.12,$175.44,$171.21
06/10/2022,$181.82,416837,$182.79,$183.68,$180.67
